views,comments,freq,month-year,moving-avg-views,piecewise-views,moving-avg-comments,piecewise-comments,moving-avg-freq,piecewise-freq
3000,7,1,2005-03-01,0.0,2306.843465523744,0.0,8.717141382801701,0.0,0.255700302259369
4000,10,1,2005-11-01,0.0,2850.0171639202404,0.0,10.552344213522211,0.0,0.4543860368670201
22000,90,4,2006-02-01,0.0,3393.1908623167374,0.0,12.387547044242721,0.0,0.6530717714746712
8000,22,2,2006-03-01,9250.0,3936.364560713234,32.25,14.222749874963231,2.0,0.8517575060823223
7000,24,2,2006-06-01,10250.0,4479.5382591097305,36.5,16.05795270568374,2.25,1.0504432406899733
1000,7,1,2006-08-01,9500.0,5022.711957506227,35.75,17.89315553640425,2.25,1.2491289752976247
3000,11,1,2006-12-01,4750.0,5565.8856559027245,16.0,19.72835836712476,1.5,1.4478147099052756
3000,14,1,2007-02-01,3500.0,6109.059354299221,14.0,21.563561197845267,1.25,1.6465004445129265
10000,38,1,2007-03-01,4250.0,6652.233052695718,17.5,23.39876402856578,1.0,1.845186179120578
3000,8,1,2007-05-01,4750.0,7195.406751092214,17.75,25.23396685928629,1.0,2.043871913728229
20000,83,3,2007-06-01,9000.0,7738.580449488711,35.75,35.74357665268769,1.5,2.2425576483358802
51000,176,5,2007-07-01,21000.0,21002.32908378717,76.25,76.2448734630094,2.5,2.441243382943531
8000,43,2,2007-08-01,20500.0,20316.775714556992,77.5,73.82019733297784,2.75,2.639929117551182
4000,19,1,2007-09-01,20750.0,18511.521506706194,80.25,68.65179902577343,2.75,2.8386148521588335
15985,60,6,2007-10-01,19746.25,16706.267298855397,74.5,63.483400718569015,3.5,3.0373005867664844
9000,43,4,2007-11-01,9246.25,14901.013091004585,41.25,58.315002411364645,3.25,3.2359863213741358
16000,43,4,2007-12-01,11246.25,13095.758883153787,41.25,53.14660410416022,3.75,3.4346720559817867
6000,45,1,2008-01-01,11746.25,11290.504675302975,47.75,47.97820579695585,3.75,3.6333577905894376
7000,39,4,2008-02-01,9500.0,9485.250467452162,42.5,42.80980748975139,3.25,3.349187043858892
6954,23,4,2008-03-01,8988.5,7679.996259601379,37.5,37.64140918254702,3.25,2.9493392915897028
0,0,0,2008-04-01,4988.5,5874.742051750596,26.75,32.473010875342595,2.25,2.549491539320514
2000,36,1,2008-05-01,3988.5,4069.487843899755,24.5,27.304612568138225,2.25,2.1496437870513243
5000,29,2,2008-06-01,3488.5,2264.2336360489717,22.0,22.136214260933855,1.75,1.7497960347821353
1000,13,1,2008-07-01,2000.0,2023.0338892661428,19.5,16.967815953729428,1.0,1.490114941756095
8000,7,1,2008-08-01,4000.0,3192.1329965748746,21.25,11.799417646525058,1.25,1.5561977999197185
2000,6,1,2008-09-01,4000.0,4361.232103883636,13.75,11.746266382336167,1.25,1.6222806580833424
5000,48,1,2008-10-01,4000.0,5530.331211192339,18.5,21.816950097184527,1.0,1.6883635162469677
22000,75,3,2008-11-01,9250.0,6699.4303185010995,34.0,31.88763381203266,1.5,1.7544463744105911
2000,30,1,2008-12-01,7750.0,7868.529425809862,39.75,41.958317526881025,1.5,1.8205292325742146
6740,61,3,2009-01-01,8935.0,9037.628533118623,53.5,52.02900124172939,2.0,1.886612090737838
4000,41,2,2009-02-01,8685.0,10206.727640427325,51.75,52.63624949713237,2.25,1.9526949489014624
20000,42,4,2009-03-01,8185.0,11375.826747736086,43.5,48.91118515295817,2.5,2.018777807065087
30000,72,6,2009-04-01,15185.0,12544.925855044788,54.0,45.18612080878398,3.75,2.0848606652287103
6921,48,4,2009-05-01,15230.25,13714.02496235355,50.75,41.46105646460991,4.0,2.1509435233923337
0,0,0,2009-06-01,14230.25,14883.124069662314,40.5,37.735992120435824,3.5,2.217026381555959
10000,13,2,2009-07-01,11730.25,11736.672032546063,33.25,34.01092777626175,3.0,2.2831092397195825
3000,22,2,2009-08-01,4980.25,4982.219425666684,20.75,30.28586343208778,2.0,2.349192097883206
2000,7,1,2009-09-01,3750.0,3403.1569869450977,10.5,26.56079908791348,1.25,2.415274956046831
5970,46,3,2009-10-01,5242.5,4009.550834668411,22.0,22.83573474373938,2.0,2.4813578142104546
13000,15,2,2009-11-01,5992.5,4615.944682391775,22.5,19.110670399565322,2.0,2.547440672374078
905,4,1,2009-12-01,5468.75,5222.33853011515,18.0,15.385606055391008,1.75,2.613523530537705
3000,8,2,2010-01-01,5718.75,5828.732377838503,18.25,11.66054171121715,2.0,2.6796063887013286
6697,38,4,2010-02-01,5900.5,6435.1262255618785,16.25,11.702137450608717,2.25,2.7456892468649485
2000,21,1,2010-03-01,3150.5,7041.520073285254,17.75,21.254026258855475,2.0,2.8117721050285773
7720,37,5,2010-04-01,4854.25,7647.9139210086,26.0,30.805915067101807,3.0,2.877854963192201
18000,73,4,2010-05-01,8604.25,8254.30776873196,42.25,40.35780387534851,3.5,2.9439378213558207
4982,76,3,2010-06-01,8175.5,8860.701616455335,51.75,49.90969268359484,3.25,3.0100206795194495
25000,38,4,2010-07-01,13925.5,9467.095464178725,56.0,47.16948510338807,4.0,3.076103537683071
5939,34,4,2010-08-01,13480.25,9044.670953536377,55.25,43.89016335241473,3.75,2.999019759039669
0,0,0,2010-09-01,8980.25,8474.510263318429,37.0,40.61084160144139,2.75,2.921840405741327
4992,42,4,2010-10-01,8982.75,7904.349573100364,28.5,37.331519850468055,3.0,2.8446610524429783
1000,3,1,2010-11-01,2982.75,7334.188882882445,19.75,34.05219809949455,2.25,2.767481699144633
5951,33,4,2010-12-01,2985.75,6764.028192664497,19.5,30.77287634852121,2.25,2.6903023458462876
9894,68,6,2011-01-01,5459.25,6193.8675024466065,36.5,27.493554597547927,3.75,2.6131229925479387
